file_path,case_name,predictor,episode_id,check_name,severity,status,message,observed,expected,rel_error
results\mpc_phase1\pinn\te_ext_02.json,singlezone_commercial_hydronic,pinn,te_ext_02,peak_power,error,pass,max(power_w) should match diagnostic peak_power_W,177893.29330226622,177893.29,1.8563185885677762e-08
results\mpc_phase1\pinn\te_ext_02.json,singlezone_commercial_hydronic,pinn,te_ext_02,energy_integral_heating,error,pass,"sum(max(power_heating_w,0))*dt_h should match diagnostic heating_energy_Wh",13299190.611824187,13299190.61,1.3716527331092862e-10
results\mpc_phase1\pinn\te_ext_02.json,singlezone_commercial_hydronic,pinn,te_ext_02,energy_integral_electric,warning,pass,"sum(max(power_electric_w,0))*dt_h should match diagnostic electric_energy_Wh",167087.16317586155,167087.16,1.900721486574044e-08
results\mpc_phase1\pinn\te_ext_02.json,singlezone_commercial_hydronic,pinn,te_ext_02,solve_time_mean,warning,pass,mean(step.solve_time_ms) should match diagnostic mpc_solve_time_mean_ms,109.43209642573493,109.432,8.811475155699894e-07
results\mpc_phase1\pinn\te_ext_02.json,singlezone_commercial_hydronic,pinn,te_ext_02,comfort_integral,error,pass,reconstructed comfort from step bounds should match diagnostic comfort_Kh,0.5838893060430905,0.5839,1.831470613023914e-05
results\mpc_phase1\pinn\te_ext_02.json,singlezone_commercial_hydronic,pinn,te_ext_02,comfort_violation_steps,error,pass,count of violating steps should match diagnostic comfort_violation_steps,72.0,72.0,0.0
results\mpc_phase1\pinn\te_ext_02.json,singlezone_commercial_hydronic,pinn,te_ext_02,challenge_equals_boptest_cost_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.1289186876629241,0.1289186876629241,0.0
results\mpc_phase1\pinn\te_ext_02.json,singlezone_commercial_hydronic,pinn,te_ext_02,challenge_equals_boptest_tdis_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.6904492873867961,0.6904492873867961,0.0
results\mpc_phase1\pinn\te_ext_02.json,singlezone_commercial_hydronic,pinn,te_ext_02,challenge_equals_boptest_idis_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.0,0.0,0.0
results\mpc_phase1\pinn\te_ext_02.json,singlezone_commercial_hydronic,pinn,te_ext_02,challenge_equals_boptest_pele_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.00029181829021570694,0.00029181829021570694,0.0
results\mpc_phase1\pinn\te_ext_02.json,singlezone_commercial_hydronic,pinn,te_ext_02,challenge_equals_boptest_pdih_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.019766037198016707,0.019766037198016707,0.0
results\mpc_phase1\pinn\te_long_01.json,singlezone_commercial_hydronic,pinn,te_long_01,energy_integral_total,error,pass,"sum(max(power_w,0))*dt_h should match diagnostic total_energy_Wh",73405536.82516533,73405536.83,6.586242750842203e-11
results\mpc_phase1\pinn\te_long_01.json,singlezone_commercial_hydronic,pinn,te_long_01,peak_power,error,pass,max(power_w) should match diagnostic peak_power_W,205894.6335489487,205894.63,1.7236723004525232e-08
results\mpc_phase1\pinn\te_long_01.json,singlezone_commercial_hydronic,pinn,te_long_01,energy_integral_heating,error,pass,"sum(max(power_heating_w,0))*dt_h should match diagnostic heating_energy_Wh",72655142.4103386,72655142.41,4.660359536521901e-12
results\mpc_phase1\pinn\te_long_01.json,singlezone_commercial_hydronic,pinn,te_long_01,energy_integral_electric,warning,pass,"sum(max(power_electric_w,0))*dt_h should match diagnostic electric_energy_Wh",750394.4148267478,750394.41,6.432281141767464e-09
results\mpc_phase1\pinn\te_long_01.json,singlezone_commercial_hydronic,pinn,te_long_01,solve_time_mean,warning,pass,mean(step.solve_time_ms) should match diagnostic mpc_solve_time_mean_ms,29.97135399366218,29.971,1.1811206238716927e-05
results\mpc_phase1\pinn\te_long_01.json,singlezone_commercial_hydronic,pinn,te_long_01,comfort_integral,error,pass,reconstructed comfort from step bounds should match diagnostic comfort_Kh,0.0,0.0,0.0
results\mpc_phase1\pinn\te_long_01.json,singlezone_commercial_hydronic,pinn,te_long_01,comfort_violation_steps,error,pass,count of violating steps should match diagnostic comfort_violation_steps,0.0,0.0,1.0
results\mpc_phase1\pinn\te_long_01.json,singlezone_commercial_hydronic,pinn,te_long_01,challenge_equals_boptest_cost_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.7050192207514265,0.7050192207514265,0.0
results\mpc_phase1\pinn\te_long_01.json,singlezone_commercial_hydronic,pinn,te_long_01,challenge_equals_boptest_tdis_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.0,0.0,0.0
results\mpc_phase1\pinn\te_long_01.json,singlezone_commercial_hydronic,pinn,te_long_01,challenge_equals_boptest_idis_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.0,0.0,0.0
results\mpc_phase1\pinn\te_long_01.json,singlezone_commercial_hydronic,pinn,te_long_01,challenge_equals_boptest_pele_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.0007328774618712226,0.0007328774618712226,0.0
results\mpc_phase1\pinn\te_long_01.json,singlezone_commercial_hydronic,pinn,te_long_01,challenge_equals_boptest_pdih_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.02363002583962455,0.02363002583962455,0.0
results\mpc_phase1\pinn\te_long_02.json,singlezone_commercial_hydronic,pinn,te_long_02,energy_integral_total,error,pass,"sum(max(power_w,0))*dt_h should match diagnostic total_energy_Wh",73405536.82516533,73405536.83,6.586242750842203e-11
results\mpc_phase1\pinn\te_long_02.json,singlezone_commercial_hydronic,pinn,te_long_02,peak_power,error,pass,max(power_w) should match diagnostic peak_power_W,205894.6335489487,205894.63,1.7236723004525232e-08
results\mpc_phase1\pinn\te_long_02.json,singlezone_commercial_hydronic,pinn,te_long_02,energy_integral_heating,error,pass,"sum(max(power_heating_w,0))*dt_h should match diagnostic heating_energy_Wh",72655142.4103386,72655142.41,4.660359536521901e-12
results\mpc_phase1\pinn\te_long_02.json,singlezone_commercial_hydronic,pinn,te_long_02,energy_integral_electric,warning,pass,"sum(max(power_electric_w,0))*dt_h should match diagnostic electric_energy_Wh",750394.4148267478,750394.41,6.432281141767464e-09
results\mpc_phase1\pinn\te_long_02.json,singlezone_commercial_hydronic,pinn,te_long_02,solve_time_mean,warning,pass,mean(step.solve_time_ms) should match diagnostic mpc_solve_time_mean_ms,29.683882846277104,29.684,3.946695960685924e-06
results\mpc_phase1\pinn\te_long_02.json,singlezone_commercial_hydronic,pinn,te_long_02,comfort_integral,error,pass,reconstructed comfort from step bounds should match diagnostic comfort_Kh,0.0,0.0,0.0
results\mpc_phase1\pinn\te_long_02.json,singlezone_commercial_hydronic,pinn,te_long_02,comfort_violation_steps,error,pass,count of violating steps should match diagnostic comfort_violation_steps,0.0,0.0,1.0
results\mpc_phase1\pinn\te_long_02.json,singlezone_commercial_hydronic,pinn,te_long_02,challenge_equals_boptest_cost_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.7050192207514265,0.7050192207514265,0.0
results\mpc_phase1\pinn\te_long_02.json,singlezone_commercial_hydronic,pinn,te_long_02,challenge_equals_boptest_tdis_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.0,0.0,0.0
results\mpc_phase1\pinn\te_long_02.json,singlezone_commercial_hydronic,pinn,te_long_02,challenge_equals_boptest_idis_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.0,0.0,0.0
results\mpc_phase1\pinn\te_long_02.json,singlezone_commercial_hydronic,pinn,te_long_02,challenge_equals_boptest_pele_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.0007328774618712226,0.0007328774618712226,0.0
results\mpc_phase1\pinn\te_long_02.json,singlezone_commercial_hydronic,pinn,te_long_02,challenge_equals_boptest_pdih_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.02363002583962455,0.02363002583962455,0.0
results\mpc_phase1\pinn\te_long_03.json,singlezone_commercial_hydronic,pinn,te_long_03,energy_integral_total,error,pass,"sum(max(power_w,0))*dt_h should match diagnostic total_energy_Wh",73405536.82516533,73405536.83,6.586242750842203e-11
results\mpc_phase1\pinn\te_long_03.json,singlezone_commercial_hydronic,pinn,te_long_03,peak_power,error,pass,max(power_w) should match diagnostic peak_power_W,205894.6335489487,205894.63,1.7236723004525232e-08
results\mpc_phase1\pinn\te_long_03.json,singlezone_commercial_hydronic,pinn,te_long_03,energy_integral_heating,error,pass,"sum(max(power_heating_w,0))*dt_h should match diagnostic heating_energy_Wh",72655142.4103386,72655142.41,4.660359536521901e-12
results\mpc_phase1\pinn\te_long_03.json,singlezone_commercial_hydronic,pinn,te_long_03,energy_integral_electric,warning,pass,"sum(max(power_electric_w,0))*dt_h should match diagnostic electric_energy_Wh",750394.4148267478,750394.41,6.432281141767464e-09
results\mpc_phase1\pinn\te_long_03.json,singlezone_commercial_hydronic,pinn,te_long_03,solve_time_mean,warning,pass,mean(step.solve_time_ms) should match diagnostic mpc_solve_time_mean_ms,31.485266215450892,31.485,8.455310493649662e-06
results\mpc_phase1\pinn\te_long_03.json,singlezone_commercial_hydronic,pinn,te_long_03,comfort_integral,error,pass,reconstructed comfort from step bounds should match diagnostic comfort_Kh,0.0,0.0,0.0
results\mpc_phase1\pinn\te_long_03.json,singlezone_commercial_hydronic,pinn,te_long_03,comfort_violation_steps,error,pass,count of violating steps should match diagnostic comfort_violation_steps,0.0,0.0,1.0
results\mpc_phase1\pinn\te_long_03.json,singlezone_commercial_hydronic,pinn,te_long_03,challenge_equals_boptest_cost_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.7050192207514265,0.7050192207514265,0.0
results\mpc_phase1\pinn\te_long_03.json,singlezone_commercial_hydronic,pinn,te_long_03,challenge_equals_boptest_tdis_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.0,0.0,0.0
results\mpc_phase1\pinn\te_long_03.json,singlezone_commercial_hydronic,pinn,te_long_03,challenge_equals_boptest_idis_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.0,0.0,0.0
results\mpc_phase1\pinn\te_long_03.json,singlezone_commercial_hydronic,pinn,te_long_03,challenge_equals_boptest_pele_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.0007328774618712226,0.0007328774618712226,0.0
results\mpc_phase1\pinn\te_long_03.json,singlezone_commercial_hydronic,pinn,te_long_03,challenge_equals_boptest_pdih_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.02363002583962455,0.02363002583962455,0.0
results\mpc_phase1\pinn\te_std_01.json,singlezone_commercial_hydronic,pinn,te_std_01,energy_integral_total,error,pass,"sum(max(power_w,0))*dt_h should match diagnostic total_energy_Wh",5490062.93749804,5490062.94,4.557253479869027e-10
results\mpc_phase1\pinn\te_std_01.json,singlezone_commercial_hydronic,pinn,te_std_01,peak_power,error,pass,max(power_w) should match diagnostic peak_power_W,134039.75285749187,134039.75,2.1318242303353488e-08
results\mpc_phase1\pinn\te_std_01.json,singlezone_commercial_hydronic,pinn,te_std_01,energy_integral_heating,error,pass,"sum(max(power_heating_w,0))*dt_h should match diagnostic heating_energy_Wh",4720941.375087573,4720941.38,1.0405608330658032e-09
results\mpc_phase1\pinn\te_std_01.json,singlezone_commercial_hydronic,pinn,te_std_01,energy_integral_electric,warning,pass,"sum(max(power_electric_w,0))*dt_h should match diagnostic electric_energy_Wh",769121.5624104663,769121.56,3.134051008363476e-09
results\mpc_phase1\pinn\te_std_01.json,singlezone_commercial_hydronic,pinn,te_std_01,solve_time_mean,warning,pass,mean(step.solve_time_ms) should match diagnostic mpc_solve_time_mean_ms,32.50180937417705,32.502,5.865049010906521e-06
results\mpc_phase1\pinn\te_std_01.json,singlezone_commercial_hydronic,pinn,te_std_01,comfort_integral,error,pass,reconstructed comfort from step bounds should match diagnostic comfort_Kh,0.20180806700531662,0.2018,3.997524933899284e-05
results\mpc_phase1\pinn\te_std_01.json,singlezone_commercial_hydronic,pinn,te_std_01,comfort_violation_steps,error,pass,count of violating steps should match diagnostic comfort_violation_steps,19.0,19.0,0.0
results\mpc_phase1\pinn\te_std_01.json,singlezone_commercial_hydronic,pinn,te_std_01,challenge_equals_boptest_cost_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.04835749296774106,0.04835749296774106,0.0
results\mpc_phase1\pinn\te_std_01.json,singlezone_commercial_hydronic,pinn,te_std_01,challenge_equals_boptest_tdis_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.20702369425814215,0.20702369425814215,0.0
results\mpc_phase1\pinn\te_std_01.json,singlezone_commercial_hydronic,pinn,te_std_01,challenge_equals_boptest_idis_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.06210517923503763,0.06210517923503763,0.0
results\mpc_phase1\pinn\te_std_01.json,singlezone_commercial_hydronic,pinn,te_std_01,challenge_equals_boptest_pele_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.0061419467572113445,0.0061419467572113445,0.0
results\mpc_phase1\pinn\te_std_01.json,singlezone_commercial_hydronic,pinn,te_std_01,challenge_equals_boptest_pdih_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.014909845314534235,0.014909845314534235,0.0
results\mpc_phase1\pinn\te_std_02.json,singlezone_commercial_hydronic,pinn,te_std_02,energy_integral_total,error,pass,"sum(max(power_w,0))*dt_h should match diagnostic total_energy_Wh",12060842.491771113,12060842.49,1.4684819119568807e-10
results\mpc_phase1\pinn\te_std_02.json,singlezone_commercial_hydronic,pinn,te_std_02,peak_power,error,pass,max(power_w) should match diagnostic peak_power_W,204828.3543949531,204828.35,2.1456761629523646e-08
results\mpc_phase1\pinn\te_std_02.json,singlezone_commercial_hydronic,pinn,te_std_02,energy_integral_heating,error,pass,"sum(max(power_heating_w,0))*dt_h should match diagnostic heating_energy_Wh",11444537.196697189,11444537.2,2.8859277189896294e-10
results\mpc_phase1\pinn\te_std_02.json,singlezone_commercial_hydronic,pinn,te_std_02,energy_integral_electric,warning,pass,"sum(max(power_electric_w,0))*dt_h should match diagnostic electric_energy_Wh",616305.2950739248,616305.3,7.992913946316238e-09
results\mpc_phase1\pinn\te_std_02.json,singlezone_commercial_hydronic,pinn,te_std_02,solve_time_mean,warning,pass,mean(step.solve_time_ms) should match diagnostic mpc_solve_time_mean_ms,38.74052738129173,38.741,1.2199445245926045e-05
results\mpc_phase1\pinn\te_std_02.json,singlezone_commercial_hydronic,pinn,te_std_02,comfort_integral,error,pass,reconstructed comfort from step bounds should match diagnostic comfort_Kh,1.2258519186107293,1.2259,3.922129804282925e-05
results\mpc_phase1\pinn\te_std_02.json,singlezone_commercial_hydronic,pinn,te_std_02,comfort_violation_steps,error,pass,count of violating steps should match diagnostic comfort_violation_steps,109.0,109.0,0.0
results\mpc_phase1\pinn\te_std_02.json,singlezone_commercial_hydronic,pinn,te_std_02,challenge_equals_boptest_cost_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.113122077883427,0.113122077883427,0.0
results\mpc_phase1\pinn\te_std_02.json,singlezone_commercial_hydronic,pinn,te_std_02,challenge_equals_boptest_tdis_tot,error,pass,challenge_kpis value should equal boptest_kpis value,1.3736792876401436,1.3736792876401436,0.0
results\mpc_phase1\pinn\te_std_02.json,singlezone_commercial_hydronic,pinn,te_std_02,challenge_equals_boptest_idis_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.036028547897600065,0.036028547897600065,0.0
results\mpc_phase1\pinn\te_std_02.json,singlezone_commercial_hydronic,pinn,te_std_02,challenge_equals_boptest_pele_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.003907825674157745,0.003907825674157745,0.0
results\mpc_phase1\pinn\te_std_02.json,singlezone_commercial_hydronic,pinn,te_std_02,challenge_equals_boptest_pdih_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.023110295795166873,0.023110295795166873,0.0
results\mpc_phase1\pinn\te_std_03.json,twozone_apartment_hydronic,pinn,te_std_03,energy_integral_total,error,pass,"sum(max(power_w,0))*dt_h should match diagnostic total_energy_Wh",35098.0,35098.0,0.0
results\mpc_phase1\pinn\te_std_03.json,twozone_apartment_hydronic,pinn,te_std_03,peak_power,error,pass,max(power_w) should match diagnostic peak_power_W,644.0,644.0,0.0
results\mpc_phase1\pinn\te_std_03.json,twozone_apartment_hydronic,pinn,te_std_03,energy_integral_heating,error,pass,"sum(max(power_heating_w,0))*dt_h should match diagnostic heating_energy_Wh",0.0,0.0,0.0
results\mpc_phase1\pinn\te_std_03.json,twozone_apartment_hydronic,pinn,te_std_03,energy_integral_electric,warning,pass,"sum(max(power_electric_w,0))*dt_h should match diagnostic electric_energy_Wh",35098.0,35098.0,0.0
results\mpc_phase1\pinn\te_std_03.json,twozone_apartment_hydronic,pinn,te_std_03,solve_time_mean,warning,pass,mean(step.solve_time_ms) should match diagnostic mpc_solve_time_mean_ms,536.2330900269236,536.233,1.6788769743397978e-07
results\mpc_phase1\pinn\te_std_03.json,twozone_apartment_hydronic,pinn,te_std_03,comfort_integral,error,pass,reconstructed comfort from step bounds should match diagnostic comfort_Kh,221.58305254884888,221.5831,2.1414607485225077e-07
results\mpc_phase1\pinn\te_std_03.json,twozone_apartment_hydronic,pinn,te_std_03,comfort_violation_steps,error,pass,count of violating steps should match diagnostic comfort_violation_steps,280.0,280.0,0.0
results\mpc_phase1\pinn\te_std_03.json,twozone_apartment_hydronic,pinn,te_std_03,challenge_equals_boptest_cost_tot,error,pass,challenge_kpis value should equal boptest_kpis value,1.0779680224242154e-38,1.0779680224242154e-38,0.0
results\mpc_phase1\pinn\te_std_03.json,twozone_apartment_hydronic,pinn,te_std_03,challenge_equals_boptest_tdis_tot,error,pass,challenge_kpis value should equal boptest_kpis value,430.9428561264468,430.9428561264468,0.0
results\mpc_phase1\pinn\te_std_03.json,twozone_apartment_hydronic,pinn,te_std_03,challenge_equals_boptest_idis_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.0,0.0,0.0
results\mpc_phase1\pinn\te_std_03.json,twozone_apartment_hydronic,pinn,te_std_03,challenge_equals_boptest_pele_tot,error,pass,challenge_kpis value should equal boptest_kpis value,8.866754604176577e-36,8.866754604176577e-36,0.0
results\mpc_phase1\pinn\te_win_01.json,singlezone_commercial_hydronic,pinn,te_win_01,energy_integral_total,error,pass,"sum(max(power_w,0))*dt_h should match diagnostic total_energy_Wh",16383785.94543465,16383785.95,2.786504207655694e-10
results\mpc_phase1\pinn\te_win_01.json,singlezone_commercial_hydronic,pinn,te_win_01,peak_power,error,pass,max(power_w) should match diagnostic peak_power_W,205894.6335489487,205894.63,1.7236723004525232e-08
results\mpc_phase1\pinn\te_win_01.json,singlezone_commercial_hydronic,pinn,te_win_01,energy_integral_heating,error,pass,"sum(max(power_heating_w,0))*dt_h should match diagnostic heating_energy_Wh",16211949.104204724,16211949.1,2.593595599188667e-10
results\mpc_phase1\pinn\te_win_01.json,singlezone_commercial_hydronic,pinn,te_win_01,energy_integral_electric,warning,pass,"sum(max(power_electric_w,0))*dt_h should match diagnostic electric_energy_Wh",171836.84122992744,171836.84,7.157530588575241e-09
results\mpc_phase1\pinn\te_win_01.json,singlezone_commercial_hydronic,pinn,te_win_01,solve_time_mean,warning,pass,mean(step.solve_time_ms) should match diagnostic mpc_solve_time_mean_ms,27.027787797535332,27.028,7.851208549159712e-06
results\mpc_phase1\pinn\te_win_01.json,singlezone_commercial_hydronic,pinn,te_win_01,comfort_integral,error,pass,reconstructed comfort from step bounds should match diagnostic comfort_Kh,0.0,0.0,0.0
results\mpc_phase1\pinn\te_win_01.json,singlezone_commercial_hydronic,pinn,te_win_01,comfort_violation_steps,error,pass,count of violating steps should match diagnostic comfort_violation_steps,0.0,0.0,1.0
results\mpc_phase1\pinn\te_win_01.json,singlezone_commercial_hydronic,pinn,te_win_01,challenge_equals_boptest_cost_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.1572626440203032,0.1572626440203032,0.0
results\mpc_phase1\pinn\te_win_01.json,singlezone_commercial_hydronic,pinn,te_win_01,challenge_equals_boptest_tdis_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.0,0.0,0.0
results\mpc_phase1\pinn\te_win_01.json,singlezone_commercial_hydronic,pinn,te_win_01,challenge_equals_boptest_idis_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.0,0.0,0.0
results\mpc_phase1\pinn\te_win_01.json,singlezone_commercial_hydronic,pinn,te_win_01,challenge_equals_boptest_pele_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.0002925403106151757,0.0002925403106151757,0.0
results\mpc_phase1\pinn\te_win_01.json,singlezone_commercial_hydronic,pinn,te_win_01,challenge_equals_boptest_pdih_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.02363002583962455,0.02363002583962455,0.0
results\mpc_phase1\pinn\te_win_02.json,singlezone_commercial_hydronic,pinn,te_win_02,energy_integral_total,error,pass,"sum(max(power_w,0))*dt_h should match diagnostic total_energy_Wh",19530578.607838046,19530578.61,1.106958294186902e-10
results\mpc_phase1\pinn\te_win_02.json,singlezone_commercial_hydronic,pinn,te_win_02,peak_power,error,pass,max(power_w) should match diagnostic peak_power_W,247614.44090714093,247614.44,3.6635219233770853e-09
results\mpc_phase1\pinn\te_win_02.json,singlezone_commercial_hydronic,pinn,te_win_02,energy_integral_heating,error,pass,"sum(max(power_heating_w,0))*dt_h should match diagnostic heating_energy_Wh",19204242.21473551,19204242.21,2.465867043606985e-10
results\mpc_phase1\pinn\te_win_02.json,singlezone_commercial_hydronic,pinn,te_win_02,energy_integral_electric,warning,pass,"sum(max(power_electric_w,0))*dt_h should match diagnostic electric_energy_Wh",326336.3931025321,326336.39,9.507159358098289e-09
results\mpc_phase1\pinn\te_win_02.json,singlezone_commercial_hydronic,pinn,te_win_02,solve_time_mean,warning,pass,mean(step.solve_time_ms) should match diagnostic mpc_solve_time_mean_ms,24.931182886792243,24.931,7.335718272110523e-06
results\mpc_phase1\pinn\te_win_02.json,singlezone_commercial_hydronic,pinn,te_win_02,comfort_integral,error,pass,reconstructed comfort from step bounds should match diagnostic comfort_Kh,0.0,0.0,0.0
results\mpc_phase1\pinn\te_win_02.json,singlezone_commercial_hydronic,pinn,te_win_02,comfort_violation_steps,error,pass,count of violating steps should match diagnostic comfort_violation_steps,0.0,0.0,1.0
results\mpc_phase1\pinn\te_win_02.json,singlezone_commercial_hydronic,pinn,te_win_02,challenge_equals_boptest_cost_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.18732359655544417,0.18732359655544417,0.0
results\mpc_phase1\pinn\te_win_02.json,singlezone_commercial_hydronic,pinn,te_win_02,challenge_equals_boptest_tdis_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.0,0.0,0.0
results\mpc_phase1\pinn\te_win_02.json,singlezone_commercial_hydronic,pinn,te_win_02,challenge_equals_boptest_idis_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.0,0.0,0.0
results\mpc_phase1\pinn\te_win_02.json,singlezone_commercial_hydronic,pinn,te_win_02,challenge_equals_boptest_pele_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.002089696418076008,0.002089696418076008,0.0
results\mpc_phase1\pinn\te_win_02.json,singlezone_commercial_hydronic,pinn,te_win_02,challenge_equals_boptest_pdih_tot,error,pass,challenge_kpis value should equal boptest_kpis value,0.027092022596447298,0.027092022596447298,0.0
results\mpc_phase1\rc\te_ext_01.json,singlezone_commercial_hydronic,rc,te_ext_01,energy_integral_total,error,pass,"sum(max(power_w,0))*dt_h should match diagnostic total_energy_Wh",21706704.15012844,21706704.15,5.917091697698836e-12
results\mpc_phase1\rc\te_ext_01.json,singlezone_commercial_hydronic,rc,te_ext_01,peak_power,error,pass,max(power_w) should match diagnostic peak_power_W,177879.6276026301,177879.63,1.3477484260137132e-08
results\mpc_phase1\rc\te_ext_01.json,singlezone_commercial_hydronic,rc,te_ext_01,energy_integral_heating,error,pass,"sum(max(power_heating_w,0))*dt_h should match diagnostic heating_energy_Wh",21520155.114601277,21520155.11,2.1381246498757412e-10
results\mpc_phase1\rc\te_ext_01.json,singlezone_commercial_hydronic,rc,te_ext_01,energy_integral_electric,warning,pass,"sum(max(power_electric_w,0))*dt_h should match diagnostic electric_energy_Wh",186549.0355271609,186549.04,2.39767469303109e-08
results\mpc_phase1\rc\te_ext_01.json,singlezone_commercial_hydronic,rc,te_ext_01,solve_time_mean,warning,pass,mean(step.solve_time_ms) should match diagnostic mpc_solve_time_mean_ms,2.500180363269811,2.5,7.214530792438722e-05
results\mpc_phase1\rc\te_ext_01.json,singlezone_commercial_hydronic,rc,te_ext_01,comfort_integral,error,pass,reconstructed comfort from step bounds should match diagnostic comfort_Kh,4.188683859233308,4.1887,3.853407188888324e-06
results\mpc_phase1\rc\te_ext_01.json,singlezone_commercial_hydronic,rc,te_ext_01,comfort_violation_steps,error,pass,count of violating steps should match diagnostic comfort_violation_steps,128.0,128.0,0.0
